input_text,target_text
"Day: Sunday, Time: 18:00 - 21:00, Score: 90
Hourly: 01(47), 01(53), 02(45), 02(50), 03(43), 03(47), 04(56), 04(59), 05(75), 05(76), 06(81), 06(79), 07(85), 07(86), 08(87), 08(88), 09(91), 09(84), 10(87), 10(81), 11(85), 11(85), 12(88), 12(83), 13(80), 13(77), 14(78), 14(85), 15(84), 15(82), 16(87), 16(87), 17(92), 17(86), 18(92), 18(97), 19(91), 19(91), 20(88), 20(83), 21(78), 21(74), 22(72), 22(67), 23(53), 23(59)
Daily Avg: 76.6, Peak: 18(97)","Sunday evening captures users during peak leisure engagement, with a commanding 90/100 engagement score.
Traceback:
- Peak: 18:00 (97), +27% vs daily avg (76.6)
- vs Late Afternoon 15:00 - 18:00 (avg 86.3): +5% improvement
- vs Late Morning 09:00 - 12:00 (avg 85.5): +6% improvement
- vs Morning 06:00 - 09:00 (avg 84.3): +7% improvement"
"Day: Sunday, Time: 06:00 - 09:00, Score: 71
Hourly: 01(44), 01(20), 02(45), 03(46), 04(50), 05(49), 05(51), 06(71), 06(48), 07(56), 07(90), 08(80), 08(79), 09(59), 09(65), 10(69), 10(61), 11(59), 11(75), 12(55), 12(62), 13(61), 13(45), 14(51), 14(54), 15(71), 15(61), 16(73), 16(70), 17(61), 17(75), 18(54), 18(75), 19(65), 19(53), 20(54), 20(65), 21(50), 21(45), 22(62), 22(51), 23(36), 23(51)
Daily Avg: 58.5, Peak: 07(90)","Sunday's morning window (06:00 - 09:00) shows strong performance with 71/100, capturing audiences during morning commute browsing.
Traceback:
- Peak: 07:00 (90), +54% vs daily avg (58.5)
- vs Late Afternoon 15:00 - 18:00 (avg 68.5): +3% improvement
- vs Late Morning 09:00 - 12:00 (avg 64.7): +9% improvement
- vs Evening 18:00 - 21:00 (avg 61.0): +16% improvement"
"Day: Thursday, Time: 15:00 - 18:00, Score: 68
Hourly: 01(44), 01(36), 01(33), 01(60), 02(35), 02(37), 02(53), 02(42), 03(58), 03(55), 03(57), 04(59), 04(78), 04(38), 04(67), 05(59), 05(51), 05(69), 05(55), 06(76), 06(51), 06(74), 06(70), 07(64), 07(74), 07(44), 07(75), 08(50), 08(68), 08(62), 08(78), 09(55), 09(58), 09(64), 09(77), 10(63), 10(59), 10(57), 10(42), 11(44), 11(72), 11(65), 11(72), 12(55), 12(63), 12(52), 12(51), 13(56), 13(72), 13(59), 13(52), 14(74), 14(54), 14(57), 14(62), 15(65), 15(51), 15(61), 15(63), 16(80), 16(63), 16(79), 16(61), 17(75), 17(73), 17(71), 17(76), 18(68), 18(82), 18(69), 19(64), 19(64), 19(65), 20(54), 20(53), 20(59), 21(53), 21(46), 21(55), 22(47), 22(51), 22(60), 23(44), 23(45), 23(50)
Daily Avg: 59.5, Peak: 16(80)","The 15:00 - 18:00 slot on Thursday delivers 68/100 engagement, reaching users during afternoon break scrolling.
Traceback:
- Peak: 16:00 (80), +34% vs daily avg (59.5)
- vs Morning 06:00 - 09:00 (avg 65.5): +4% improvement
- vs Evening 18:00 - 21:00 (avg 64.2): +6% improvement
- vs Late Morning 09:00 - 12:00 (avg 60.7): +12% improvement"
"Day: Friday, Time: 15:00 - 18:00, Score: 70
Hourly: 01(65), 01(44), 01(51), 02(42), 02(38), 02(38), 03(56), 03(46), 04(46), 04(47), 04(64), 05(63), 05(56), 05(49), 06(89), 06(55), 06(87), 07(56), 07(81), 07(66), 08(76), 08(53), 08(51), 09(65), 09(59), 09(53), 10(60), 10(59), 10(57), 11(49), 11(61), 11(49), 12(49), 12(71), 12(60), 13(59), 13(61), 13(47), 14(42), 14(55), 14(60), 15(63), 15(65), 15(62), 16(87), 16(68), 16(79), 17(75), 17(58), 17(76), 18(65), 18(76), 19(63), 19(70), 20(47), 20(62), 21(73), 21(61), 22(49), 22(68), 23(54), 23(49)
Daily Avg: 59.8, Peak: 16(87)","Friday's late afternoon window (15:00 - 18:00) shows strong performance with 70/100, capturing audiences during post-lunch browsing.
Traceback:
- Peak: 16:00 (87), +45% vs daily avg (59.8)
- vs Morning 06:00 - 09:00 (avg 68.2): +3% improvement
- vs Evening 18:00 - 21:00 (avg 63.8): +10% improvement
- vs Night 21:00 - 00:00 (avg 59.0): +19% improvement"
"Day: Saturday, Time: 06:00 - 09:00, Score: 72
Hourly: 01(36), 01(35), 02(48), 02(40), 03(98), 03(55), 04(62), 04(47), 05(78), 05(60), 06(67), 06(78), 07(82), 07(63), 08(75), 08(64), 09(63), 09(71), 10(63), 10(65), 11(54), 11(76), 12(52), 12(62), 13(57), 13(46), 14(52), 14(58), 15(59), 15(55), 16(67), 16(61), 17(59), 17(65), 18(51), 18(60), 19(59), 19(48), 20(53), 20(43), 21(53), 21(55), 22(50), 22(46), 23(31), 23(45)
Daily Avg: 58.0, Peak: 07(82)","Saturday morning captures users during early work breaks, with a commanding 72/100 engagement score.
Traceback:
- Peak: 07:00 (82), +41% vs daily avg (58.0)
- vs Early Morning 03:00 - 06:00 (avg 66.7): +7% improvement
- vs Late Morning 09:00 - 12:00 (avg 65.3): +9% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 61.0): +17% improvement"
"Day: Monday, Time: 15:00 - 18:00, Score: 73
Hourly: 01(44), 01(21), 02(45), 03(39), 04(44), 04(35), 05(53), 05(57), 06(72), 06(65), 07(60), 07(63), 08(67), 08(64), 09(53), 09(49), 10(51), 10(57), 11(54), 11(45), 12(60), 12(55), 12(47), 13(44), 13(59), 13(49), 14(57), 14(62), 14(44), 15(73), 15(58), 15(72), 16(96), 16(60), 16(81), 17(64), 17(68), 17(88), 18(80), 18(74), 18(70), 19(61), 19(65), 19(65), 20(70), 20(64), 20(70), 21(65), 21(63), 21(66), 22(61), 22(63), 22(54), 23(55), 23(46), 23(36)
Daily Avg: 59.0, Peak: 16(96)","Monday's late afternoon window (15:00 - 18:00) shows strong performance with 73/100, capturing audiences during post-lunch browsing.
Traceback:
- Peak: 16:00 (96), +63% vs daily avg (59.0)
- vs Evening 18:00 - 21:00 (avg 68.8): +7% improvement
- vs Morning 06:00 - 09:00 (avg 65.2): +12% improvement
- vs Night 21:00 - 00:00 (avg 56.6): +30% improvement"
"Day: Tuesday, Time: 15:00 - 18:00, Score: 82
Hourly: 01(22), 01(51), 01(35), 02(40), 02(50), 02(42), 03(57), 03(76), 03(50), 03(45), 04(48), 04(62), 04(51), 04(70), 05(85), 05(62), 05(85), 05(81), 06(67), 06(62), 06(73), 06(70), 07(79), 07(53), 07(65), 07(77), 08(44), 08(71), 08(62), 08(80), 09(62), 09(57), 09(59), 09(59), 10(61), 10(53), 10(62), 10(45), 11(48), 11(66), 11(58), 11(52), 12(63), 12(51), 12(53), 12(56), 13(49), 13(56), 13(47), 13(57), 14(59), 14(67), 14(57), 14(43), 15(72), 15(80), 15(77), 15(58), 16(67), 16(86), 16(91), 16(100), 17(100), 17(71), 17(100), 17(86), 18(76), 18(58), 18(60), 18(66), 19(79), 19(47), 19(65), 19(68), 20(60), 20(70), 20(76), 20(66), 21(57), 21(66), 21(66), 21(65), 22(53), 22(67), 22(55), 22(50), 23(50), 23(53), 23(53), 23(44)
Daily Avg: 62.4, Peak: 17(100)","Tuesday's late afternoon window (15:00 - 18:00) shows strong performance with 82/100, capturing audiences during post-lunch browsing.
Traceback:
- Peak: 17:00 (100), +60% vs daily avg (62.4)
- vs Morning 06:00 - 09:00 (avg 66.9): +23% improvement
- vs Evening 18:00 - 21:00 (avg 65.9): +25% improvement
- vs Early Morning 03:00 - 06:00 (avg 64.3): +28% improvement"
"Day: Wednesday, Time: 15:00 - 18:00, Score: 72
Hourly: 01(44), 01(52), 01(50), 01(43), 02(65), 02(59), 02(37), 02(51), 03(41), 03(46), 03(30), 04(65), 04(57), 04(70), 04(53), 05(68), 05(63), 05(47), 05(67), 06(74), 06(67), 06(65), 06(78), 07(67), 07(58), 07(74), 07(74), 08(57), 08(47), 08(55), 08(71), 09(63), 09(58), 09(63), 09(68), 10(68), 10(57), 10(59), 10(48), 11(68), 11(59), 11(59), 11(56), 12(50), 12(53), 12(57), 12(68), 13(59), 13(50), 13(66), 13(60), 14(52), 14(54), 14(62), 14(45), 15(72), 15(70), 15(59), 15(71), 16(66), 16(83), 16(65), 16(73), 17(82), 17(60), 17(82), 17(84), 18(58), 18(83), 18(65), 18(66), 19(39), 19(72), 19(69), 19(65), 20(45), 20(57), 20(61), 20(62), 21(65), 21(59), 21(45), 21(57), 22(55), 22(62), 22(46), 22(60), 23(61), 23(41), 23(48), 23(31)
Daily Avg: 59.7, Peak: 17(84)","Wednesday's late afternoon window (15:00 - 18:00) shows strong performance with 72/100, capturing audiences during post-lunch browsing.
Traceback:
- Peak: 17:00 (84), +41% vs daily avg (59.7)
- vs Morning 06:00 - 09:00 (avg 65.6): +10% improvement
- vs Evening 18:00 - 21:00 (avg 61.8): +17% improvement
- vs Late Morning 09:00 - 12:00 (avg 60.5): +19% improvement"
"Day: Monday, Time: 09:00 - 12:00, Score: 81
Hourly: 01(35), 01(27), 02(33), 02(29), 03(31), 03(25), 04(34), 04(29), 05(47), 05(39), 06(52), 06(45), 07(68), 07(56), 08(98), 08(77), 09(95), 09(80), 10(88), 10(74), 11(83), 11(81), 11(68), 12(71), 12(67), 12(56), 13(71), 13(85), 13(81), 14(82), 14(88), 14(72), 15(68), 15(80), 15(86), 16(64), 16(70), 16(73), 17(65), 17(54), 17(63), 18(49), 18(57), 18(58), 19(48), 19(51), 19(57), 20(55), 20(46), 20(50), 21(43), 21(51), 21(49), 22(42), 22(45), 22(50), 23(41), 23(35), 23(41)
Daily Avg: 58.6, Peak: 09(95)","The 09:00 - 12:00 slot on Monday delivers 81/100 engagement, reaching users during mid-morning work breaks.
Traceback:
- Peak: 09:00 (95), +62% vs daily avg (58.6)
- vs Afternoon 12:00 - 15:00 (avg 74.8): +9% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 69.2): +17% improvement
- vs Morning 06:00 - 09:00 (avg 66.0): +23% improvement"
"Day: Tuesday, Time: 09:00 - 12:00, Score: 82
Hourly: 01(34), 01(34), 01(36), 02(33), 02(34), 02(29), 03(30), 03(30), 03(26), 04(33), 04(40), 04(35), 05(42), 05(45), 05(47), 06(53), 06(53), 06(46), 07(65), 07(66), 07(61), 08(95), 08(94), 08(86), 09(80), 09(92), 09(95), 10(77), 10(91), 10(85), 10(80), 11(71), 11(70), 11(83), 11(81), 12(60), 12(68), 12(69), 12(56), 13(90), 13(83), 13(69), 13(71), 14(67), 14(85), 14(79), 14(74), 15(76), 15(69), 15(59), 15(81), 16(74), 16(63), 16(74), 16(61), 17(64), 17(58), 17(68), 17(54), 18(53), 18(59), 18(49), 18(61), 19(55), 19(49), 19(53), 19(56), 20(48), 20(52), 20(45), 20(53), 21(45), 21(50), 21(44), 21(52), 22(41), 22(48), 22(41), 22(49), 23(43), 23(39), 23(37), 23(41)
Daily Avg: 58.9, Peak: 09(95)","Tuesday's late morning window (09:00 - 12:00) shows strong performance with 82/100, capturing audiences during pre-lunch browsing.
Traceback:
- Peak: 09:00 (95), +61% vs daily avg (58.9)
- vs Afternoon 12:00 - 15:00 (avg 72.6): +13% improvement
- vs Morning 06:00 - 09:00 (avg 68.8): +20% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 66.8): +23% improvement"
"Day: Wednesday, Time: 09:00 - 12:00, Score: 83
Hourly: 01(39), 01(35), 01(30), 01(32), 02(35), 02(31), 02(36), 02(31), 03(29), 03(28), 03(35), 03(32), 04(31), 04(44), 04(34), 04(39), 05(47), 05(41), 05(44), 05(49), 06(50), 06(50), 06(57), 06(56), 07(63), 07(66), 07(66), 07(64), 08(84), 08(97), 08(98), 08(88), 09(100), 09(86), 09(97), 09(83), 10(88), 10(89), 10(74), 10(79), 11(70), 11(72), 11(82), 11(78), 12(63), 12(67), 12(66), 12(62), 13(75), 13(82), 13(70), 13(80), 14(81), 14(80), 14(69), 14(71), 15(78), 15(69), 15(64), 15(79), 16(71), 16(62), 16(65), 16(80), 17(60), 17(53), 17(57), 17(58), 18(53), 18(57), 18(60), 18(51), 19(56), 19(51), 19(48), 19(53), 20(44), 20(48), 20(49), 20(53), 21(41), 21(52), 21(49), 21(44), 22(45), 22(48), 22(41), 22(51), 23(36), 23(41), 23(47), 23(43)
Daily Avg: 58.5, Peak: 09(100)","The 09:00 - 12:00 slot on Wednesday delivers 83/100 engagement, reaching users during mid-morning work breaks.
Traceback:
- Peak: 09:00 (100), +71% vs daily avg (58.5)
- vs Afternoon 12:00 - 15:00 (avg 72.2): +15% improvement
- vs Morning 06:00 - 09:00 (avg 69.9): +19% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 66.3): +25% improvement"
"Day: Thursday, Time: 09:00 - 12:00, Score: 76
Hourly: 01(37), 01(32), 01(34), 01(36), 02(34), 02(29), 02(30), 02(30), 03(27), 03(27), 03(29), 03(32), 04(28), 04(38), 04(36), 04(32), 05(46), 05(43), 05(45), 05(50), 06(50), 06(51), 06(50), 06(54), 07(62), 07(65), 07(60), 07(72), 08(95), 08(100), 08(76), 08(64), 09(92), 09(68), 09(88), 09(69), 10(70), 10(92), 10(60), 10(90), 11(68), 11(62), 11(80), 11(76), 12(64), 12(69), 12(65), 12(59), 13(82), 13(79), 13(63), 13(62), 14(58), 14(81), 14(81), 14(61), 15(79), 15(60), 15(74), 15(64), 16(61), 16(62), 16(64), 16(73), 17(60), 17(51), 17(59), 17(65), 18(54), 18(56), 18(50), 18(60), 19(53), 19(57), 19(55), 19(51), 20(55), 20(54), 20(48), 20(50), 21(53), 21(51), 21(44), 21(53), 22(49), 22(45), 22(48), 22(42), 23(44), 23(40), 23(43), 23(41)
Daily Avg: 56.5, Peak: 09(92)","Thursday late morning captures users during pre-lunch browsing, with a commanding 76/100 engagement score.
Traceback:
- Peak: 09:00 (92), +63% vs daily avg (56.5)
- vs Afternoon 12:00 - 15:00 (avg 68.7): +11% improvement
- vs Morning 06:00 - 09:00 (avg 66.6): +14% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 64.3): +19% improvement"
"Day: Friday, Time: 09:00 - 12:00, Score: 85
Hourly: 01(33), 01(33), 01(38), 01(36), 02(37), 02(33), 02(32), 02(28), 03(28), 03(36), 03(32), 03(32), 04(30), 04(37), 04(35), 04(38), 05(48), 05(43), 05(51), 05(51), 06(56), 06(50), 06(56), 06(56), 07(67), 07(70), 07(62), 07(70), 08(96), 08(100), 08(99), 08(100), 09(90), 09(99), 09(93), 09(89), 10(92), 10(84), 10(80), 10(92), 11(74), 11(72), 11(73), 11(81), 12(69), 12(68), 12(65), 12(73), 13(83), 13(81), 13(81), 13(85), 14(83), 14(80), 14(61), 14(81), 15(68), 15(71), 15(76), 15(77), 16(71), 16(64), 16(72), 17(55), 17(65), 17(66), 18(56), 18(50), 18(62), 19(56), 19(49), 20(54), 20(47), 21(45), 21(49), 22(49), 22(39), 23(43), 23(38)
Daily Avg: 61.6, Peak: 09(99)","Friday late morning captures users during coffee break scrolling, with a commanding 85/100 engagement score.
Traceback:
- Peak: 09:00 (99), +61% vs daily avg (61.6)
- vs Afternoon 12:00 - 15:00 (avg 75.8): +12% improvement
- vs Morning 06:00 - 09:00 (avg 73.5): +16% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 68.5): +24% improvement"
"Day: Saturday, Time: 09:00 - 12:00, Score: 79
Hourly: 01(30), 01(37), 02(28), 02(32), 03(30), 03(35), 04(37), 04(33), 05(44), 05(50), 06(48), 06(59), 07(65), 07(69), 08(84), 08(89), 09(97), 09(80), 10(84), 10(71), 11(77), 11(66), 12(73), 12(57), 13(77), 13(63), 14(74), 14(65), 15(59), 15(71), 16(63), 16(58), 17(59), 17(53), 18(50), 18(55), 19(54), 19(46), 20(50), 20(43), 21(50), 21(44), 22(43), 22(38), 23(34), 23(38)
Daily Avg: 55.7, Peak: 09(97)","The 09:00 - 12:00 slot on Saturday delivers 79/100 engagement, reaching users during mid-morning work breaks.
Traceback:
- Peak: 09:00 (97), +74% vs daily avg (55.7)
- vs Morning 06:00 - 09:00 (avg 69.0): +15% improvement
- vs Afternoon 12:00 - 15:00 (avg 68.2): +16% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 60.5): +31% improvement"
"Day: Sunday, Time: 09:00 - 12:00, Score: 60
Hourly: 01(29), 01(33), 02(26), 02(30), 03(24), 03(32), 04(27), 04(32), 05(38), 05(46), 06(41), 06(48), 07(48), 07(58), 08(51), 08(67), 09(66), 09(55), 10(68), 10(54), 11(63), 11(51), 12(63), 12(54), 13(60), 13(51), 14(58), 14(54), 15(54), 15(61), 16(64), 16(54), 17(55), 17(50), 18(47), 18(56), 19(54), 19(45), 20(51), 20(46), 21(47), 21(43), 22(48), 22(38), 23(31), 23(40)
Daily Avg: 48.1, Peak: 10(68)","Sunday late morning captures users during coffee break scrolling, with a commanding 60/100 engagement score.
Traceback:
- Peak: 10:00 (68), +41% vs daily avg (48.1)
- vs Afternoon 12:00 - 15:00 (avg 56.7): +5% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 56.3): +6% improvement
- vs Morning 06:00 - 09:00 (avg 52.2): +14% improvement"
"Day: Monday, Time: 09:00 - 12:00, Score: 92
Hourly: 01(37), 01(32), 02(33), 02(33), 03(33), 03(35), 04(33), 04(34), 05(35), 05(33), 06(38), 06(40), 07(58), 07(52), 08(93), 08(91), 09(100), 09(95), 10(94), 10(93), 11(91), 11(85), 11(87), 12(69), 12(61), 12(69), 13(79), 13(82), 13(85), 14(87), 14(87), 14(84), 15(79), 15(84), 15(84), 16(77), 16(76), 16(77), 17(61), 17(57), 17(58), 18(48), 18(47), 18(52), 19(44), 19(42), 19(49), 20(41), 20(42), 20(48), 21(42), 21(42), 21(45), 22(37), 22(42), 22(40), 22(39), 23(37), 23(40), 23(33), 23(35)
Daily Avg: 58.3, Peak: 09(100)","Monday's late morning window (09:00 - 12:00) shows strong performance with 92/100, capturing audiences during coffee break scrolling.
Traceback:
- Peak: 09:00 (100), +72% vs daily avg (58.3)
- vs Afternoon 12:00 - 15:00 (avg 78.1): +18% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 72.6): +27% improvement
- vs Morning 06:00 - 09:00 (avg 62.0): +49% improvement"
"Day: Tuesday, Time: 09:00 - 12:00, Score: 91
Hourly: 01(33), 01(35), 01(35), 01(31), 02(25), 02(28), 02(29), 02(36), 03(29), 03(30), 03(34), 03(30), 04(27), 04(35), 04(33), 04(34), 05(44), 05(45), 05(36), 05(36), 06(43), 06(45), 06(42), 06(47), 07(55), 07(56), 07(54), 07(51), 08(89), 08(91), 08(98), 08(98), 09(100), 09(100), 09(95), 09(89), 10(94), 10(100), 10(85), 10(91), 11(85), 11(76), 11(84), 11(90), 12(61), 12(69), 12(67), 12(70), 13(76), 13(81), 13(73), 13(77), 14(87), 14(79), 14(72), 14(80), 15(83), 15(77), 15(73), 15(83), 16(71), 16(67), 16(74), 16(76), 17(58), 17(55), 17(53), 17(58), 18(46), 18(48), 18(50), 18(47), 19(45), 19(44), 19(46), 19(51), 20(42), 20(45), 20(46), 20(45), 21(41), 21(38), 21(44), 21(42), 22(36), 22(39), 22(43), 22(41), 23(39), 23(41), 23(37), 23(36)
Daily Avg: 57.3, Peak: 10(100)","Tuesday late morning captures users during coffee break scrolling, with a commanding 91/100 engagement score.
Traceback:
- Peak: 10:00 (100), +75% vs daily avg (57.3)
- vs Afternoon 12:00 - 15:00 (avg 74.3): +22% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 69.0): +32% improvement
- vs Morning 06:00 - 09:00 (avg 64.1): +42% improvement"
"Day: Wednesday, Time: 09:00 - 12:00, Score: 90
Hourly: 01(41), 01(36), 01(34), 01(35), 02(33), 02(30), 02(32), 02(35), 03(33), 03(33), 03(30), 03(29), 04(28), 04(37), 04(38), 04(30), 05(33), 05(43), 05(34), 05(45), 06(40), 06(48), 06(41), 06(46), 07(49), 07(52), 07(55), 07(57), 08(81), 08(93), 08(93), 08(93), 09(94), 09(100), 09(98), 09(86), 10(95), 10(99), 10(84), 10(92), 11(84), 11(76), 11(82), 11(85), 12(60), 12(64), 12(66), 12(64), 13(76), 13(79), 13(64), 13(78), 14(86), 14(81), 14(70), 14(76), 15(77), 15(76), 15(58), 15(76), 16(72), 16(54), 16(71), 16(78), 17(54), 17(51), 17(47), 17(57), 18(43), 18(47), 18(46), 18(47), 19(44), 19(40), 19(43), 19(45), 20(35), 20(43), 20(44), 20(44), 21(33), 21(45), 21(45), 21(39), 22(30), 22(42), 22(35), 22(40), 23(34), 23(38), 23(31), 23(40)
Daily Avg: 55.7, Peak: 09(100)","Wednesday late morning captures users during mid-morning work breaks, with a commanding 90/100 engagement score.
Traceback:
- Peak: 09:00 (100), +80% vs daily avg (55.7)
- vs Afternoon 12:00 - 15:00 (avg 72.0): +24% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 64.2): +40% improvement
- vs Morning 06:00 - 09:00 (avg 62.3): +44% improvement"
"Day: Thursday, Time: 09:00 - 12:00, Score: 72
Hourly: 01(27), 01(29), 01(31), 01(36), 02(31), 02(30), 02(36), 02(31), 03(32), 03(32), 03(28), 03(20), 04(27), 04(30), 04(26), 04(32), 05(42), 05(32), 05(38), 05(42), 06(37), 06(44), 06(39), 06(38), 07(43), 07(53), 07(44), 07(52), 08(91), 08(96), 08(62), 08(49), 09(91), 09(57), 09(93), 09(50), 10(57), 10(89), 10(58), 10(90), 11(55), 11(53), 11(87), 11(81), 12(54), 12(65), 12(66), 12(51), 13(79), 13(81), 13(53), 13(51), 14(52), 14(80), 14(79), 14(53), 15(76), 15(53), 15(77), 15(54), 16(54), 16(48), 16(76), 16(75), 17(52), 17(47), 17(56), 17(57), 18(48), 18(46), 18(45), 18(51), 19(43), 19(46), 19(47), 19(47), 20(48), 20(46), 20(43), 20(43), 21(43), 21(40), 21(45), 21(44), 22(45), 22(38), 22(39), 22(42), 23(34), 23(41), 23(37), 23(36)
Daily Avg: 50.7, Peak: 09(93)","Thursday's late morning window (09:00 - 12:00) shows strong performance with 72/100, capturing audiences during mid-morning work breaks.
Traceback:
- Peak: 09:00 (93), +83% vs daily avg (50.7)
- vs Afternoon 12:00 - 15:00 (avg 63.7): +13% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 60.4): +19% improvement
- vs Morning 06:00 - 09:00 (avg 54.0): +33% improvement"
"Day: Friday, Time: 09:00 - 12:00, Score: 86
Hourly: 01(39), 01(39), 01(35), 01(38), 02(37), 02(33), 02(35), 02(28), 03(28), 03(34), 03(31), 03(45), 04(30), 04(31), 04(36), 04(34), 05(46), 05(30), 05(33), 05(36), 06(47), 06(36), 06(43), 06(48), 07(59), 07(58), 07(48), 07(54), 08(91), 08(91), 08(95), 08(97), 09(98), 09(90), 09(94), 09(86), 10(90), 10(87), 10(88), 10(93), 11(81), 11(73), 11(74), 11(76), 12(61), 12(65), 12(65), 12(62), 13(91), 13(77), 13(83), 13(70), 14(76), 14(84), 14(71), 14(84), 15(70), 15(78), 15(80), 15(79), 16(75), 16(65), 16(70), 17(55), 17(61), 17(55), 18(48), 18(49), 18(47), 19(48), 19(44), 20(42), 20(44), 21(38), 21(44), 22(38), 22(39), 23(38), 23(37)
Daily Avg: 58.6, Peak: 09(98)","Friday's late morning window (09:00 - 12:00) shows strong performance with 86/100, capturing audiences during mid-morning work breaks.
Traceback:
- Peak: 09:00 (98), +67% vs daily avg (58.6)
- vs Afternoon 12:00 - 15:00 (avg 74.1): +16% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 68.8): +25% improvement
- vs Morning 06:00 - 09:00 (avg 63.9): +34% improvement"
"Day: Saturday, Time: 09:00 - 12:00, Score: 72
Hourly: 01(32), 01(37), 02(38), 02(37), 03(32), 03(23), 04(34), 04(31), 05(42), 05(41), 06(47), 06(44), 07(53), 07(52), 08(81), 08(75), 09(73), 09(79), 10(69), 10(79), 11(64), 11(67), 12(61), 12(62), 13(61), 13(60), 14(62), 14(61), 15(61), 15(57), 16(52), 16(54), 17(46), 17(52), 18(45), 18(43), 19(42), 19(45), 20(43), 20(42), 21(44), 21(35), 22(38), 22(38), 23(35), 23(37)
Daily Avg: 50.1, Peak: 09(79)","Saturday's late morning window (09:00 - 12:00) shows strong performance with 72/100, capturing audiences during pre-lunch browsing.
Traceback:
- Peak: 09:00 (79), +58% vs daily avg (50.1)
- vs Afternoon 12:00 - 15:00 (avg 61.2): +17% improvement
- vs Morning 06:00 - 09:00 (avg 58.7): +22% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 53.7): +34% improvement"
"Day: Sunday, Time: 09:00 - 12:00, Score: 52
Hourly: 01(25), 01(35), 02(26), 02(35), 03(21), 03(28), 04(29), 04(28), 05(30), 05(31), 06(37), 06(43), 07(40), 07(47), 08(44), 08(56), 09(52), 09(54), 10(58), 10(53), 11(48), 11(49), 12(52), 12(51), 13(55), 13(51), 14(52), 14(46), 15(47), 15(49), 16(50), 16(52), 17(47), 17(52), 18(44), 18(48), 19(42), 19(43), 20(47), 20(43), 21(40), 21(42), 22(37), 22(43), 23(38), 23(35)
Daily Avg: 42.9, Peak: 10(58)","The 09:00 - 12:00 slot on Sunday delivers 52/100 engagement, reaching users during mid-morning work breaks.
Traceback:
- Peak: 10:00 (58), +35% vs daily avg (42.9)
- vs Afternoon 12:00 - 15:00 (avg 51.2): +2% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 49.5): +6% improvement
- vs Morning 06:00 - 09:00 (avg 44.5): +18% improvement"
"Day: Thursday, Time: 15:00 - 18:00, Score: 71
Hourly: 01(65), 01(43), 01(57), 02(43), 02(60), 02(43), 03(62), 03(50), 03(43), 04(54), 04(50), 04(41), 05(71), 05(74), 05(91), 06(67), 06(54), 06(80), 07(66), 07(62), 07(74), 08(86), 08(58), 08(88), 09(75), 09(68), 09(75), 10(64), 10(61), 10(79), 11(73), 11(67), 11(69), 12(76), 12(81), 12(52), 13(59), 13(82), 13(67), 14(74), 14(73), 14(66), 15(61), 15(76), 15(66), 16(67), 16(58), 16(96), 17(72), 17(73), 17(72), 18(69), 18(69), 19(68), 19(70), 20(63), 20(61), 21(60), 21(58), 22(57), 22(58), 23(57), 23(64)
Daily Avg: 65.7, Peak: 16(96)","Thursday late afternoon captures users during afternoon break scrolling, with a commanding 71/100 engagement score.
Traceback:
- Peak: 16:00 (96), +46% vs daily avg (65.7)
- vs Morning 06:00 - 09:00 (avg 70.6): +1% improvement
- vs Late Morning 09:00 - 12:00 (avg 70.1): +2% improvement
- vs Afternoon 12:00 - 15:00 (avg 70.0): +2% improvement"
"Day: Friday, Time: 15:00 - 18:00, Score: 86
Hourly: 01(53), 01(55), 02(57), 02(85), 03(73), 03(70), 04(54), 04(38), 05(84), 05(55), 06(74), 06(70), 07(73), 07(74), 08(72), 08(56), 09(81), 09(66), 10(66), 10(82), 11(75), 11(60), 12(92), 12(61), 13(81), 13(71), 14(85), 14(61), 15(82), 15(81), 16(98), 16(77), 17(95), 17(85), 18(74), 18(64), 19(72), 19(74), 20(54), 20(66), 21(62), 21(58), 22(59), 22(70), 23(64), 23(67)
Daily Avg: 70.1, Peak: 16(98)","Friday's late afternoon window (15:00 - 18:00) shows strong performance with 86/100, capturing audiences during afternoon break scrolling.
Traceback:
- Peak: 16:00 (98), +40% vs daily avg (70.1)
- vs Afternoon 12:00 - 15:00 (avg 75.2): +15% improvement
- vs Late Morning 09:00 - 12:00 (avg 71.7): +20% improvement
- vs Morning 06:00 - 09:00 (avg 69.8): +24% improvement"
